Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450071845;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE CHARLES RISLER;PARIS 7EME ARRONDISSEMENT;NON;2020-05-05T04:00:00+02:00;;APP A RENOUVELER;"{""coordinates"": [2.300500720357355, 48.853758452888066], ""type"": ""Point""}";48.853758452888066,2.300500720357355
450072219;FONTAINE_BOIS;GHM Bois;;;RUE DU CHATEAU DES RENTIERS;PARIS 13EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.369353530365025, 48.82532604848758], ""type"": ""Point""}";48.82532604848758,2.369353530365025
450072538;FONTAINE_BOIS;GHM Bois;;7;RUE DE LA BONNE;PARIS 18EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.343528582320956, 48.88811785602116], ""type"": ""Point""}";48.88811785602116,2.343528582320956
450070531;FONTAINE_BOIS;Ville de Paris Bois;;;CHEMIN CEINTURE LAC INFERIEUR;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;APP SANS EAU;"{""coordinates"": [2.257807142781834, 48.86250513698063], ""type"": ""Point""}";48.86250513698063,2.257807142781834
450072188;FONTAINE_BOIS;GHM Bois;10F;;RUE DU COLONEL ROZANOFF;PARIS 12EME ARRONDISSEMENT;NON;2021-12-02T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.387568639307306, 48.84458940071673], ""type"": ""Point""}";48.84458940071673,2.387568639307306
450072277;FONTAINE_BOIS;GHM Bois;;;SQUARE DE L ASPIRANT DUNAND;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.326200550995474, 48.83224283663536], ""type"": ""Point""}";48.83224283663536,2.326200550995474
450072136;FONTAINE_BOIS;Particulier;;19B;RUE DE L ORILLON;PARIS 11EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.375283152654588, 48.87009956512223], ""type"": ""Point""}";48.87009956512223,2.375283152654588
450072275;FONTAINE_BOIS;Wallace Bois;;;SQUARE FERDINAND BRUNOT;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.326709963393165, 48.8323786813139], ""type"": ""Point""}";48.8323786813139,2.326709963393165
450072547;FONTAINE_BOIS;GHM Bois;;35F;RUE CHARLES HERMITE;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.366497774355185, 48.899886663797105], ""type"": ""Point""}";48.899886663797105,2.366497774355185
450071858;FONTAINE_BOIS;GHM Bois;;;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.312361129236015, 48.86920782634932], ""type"": ""Point""}";48.86920782634932,2.312361129236015
450072641;FONTAINE_BOIS;GHM Bois;;47F;RUE LOUIS LUMIERE;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.41150292305622, 48.860160822985655], ""type"": ""Point""}";48.860160822985655,2.41150292305622
450072648;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;10F;;RUE BELGRAND;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.400792639275365, 48.8650547233658], ""type"": ""Point""}";48.8650547233658,2.400792639275365
450071918;FONTAINE_BOIS;GHM Bois;;;SQUARE ALBAN SATRAGNE;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.354943973284499, 48.87563378639562], ""type"": ""Point""}";48.87563378639562,2.354943973284499
450072501;FONTAINE_BOIS;GHM Bois;;;IMPASSE DE LA DEFENSE;PARIS 18EME ARRONDISSEMENT;NON;2018-04-12T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.327798432631408, 48.88570520327222], ""type"": ""Point""}";48.88570520327222,2.327798432631408
450077085;FONTAINE_BOIS;Particulier;4;;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.301106973224899, 48.83141167839818], ""type"": ""Point""}";48.83141167839818,2.301106973224899
450077559;FONTAINE_BOIS;GHM Bois;;;SQUARE JAILLOT;PARIS 5EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.350421655004633, 48.843339360938494], ""type"": ""Point""}";48.843339360938494,2.350421655004633
450077668;FONTAINE_BOIS;Ville de Paris Bois;;;CHEMIN DU PARC DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.403623397508888, 48.86061996941265], ""type"": ""Point""}";48.86061996941265,2.403623397508888
450077676;FONTAINE_BOIS;;;;CHEMIN DU TELEGRAPHE;PARIS 20EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;;"{""coordinates"": [2.40063705000068, 48.8748213553864], ""type"": ""Point""}";48.8748213553864,2.40063705000068
450077709;FONTAINE_BOIS;;;;BOULEVARD PERIPHERIQUE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3152629575388293, 48.898599570529704], ""type"": ""Point""}";48.898599570529704,2.3152629575388293
450077745;FONTAINE_BOIS;;;;RUE DE LESSEPS;PARIS 20EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.399109906980793, 48.859217677911296], ""type"": ""Point""}";48.859217677911296,2.399109906980793
450077754;FONTAINE_BOIS;;;;AVENUE DE LA CONSERVATION;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.390816874535523, 48.86015886799923], ""type"": ""Point""}";48.86015886799923,2.390816874535523
450077162;FONTAINE_BOIS;Bayard D1;;;RUE RONSARD;PARIS 18EME ARRONDISSEMENT;NON;2019-06-03T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.343947551600763, 48.88479488390006], ""type"": ""Point""}";48.88479488390006,2.343947551600763
450077164;FONTAINE_BOIS;Bayard D1;2;;RUE LAMARCK;PARIS 18EME ARRONDISSEMENT;NON;2021-09-24T04:00:00+02:00;;;"{""coordinates"": [2.344170842190131, 48.88609027770321], ""type"": ""Point""}";48.88609027770321,2.344170842190131
450077171;FONTAINE_BOIS;Bayard D1;;;PASSAGE FREQUEL;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.401393646995812, 48.857330023453564], ""type"": ""Point""}";48.857330023453564,2.401393646995812
450077445;FONTAINE_BOIS;Ville de Paris Bois;;;SQUARE RACAN;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.255763758899248, 48.850436638400225], ""type"": ""Point""}";48.850436638400225,2.255763758899248
450077517;FONTAINE_BOIS;GHM Bois;;;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.380641875007178, 48.87871396062618], ""type"": ""Point""}";48.87871396062618,2.380641875007178
450077518;FONTAINE_BOIS;GHM Bois;;;AVENUE JACQUES DE LINIERS;PARIS 19EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.382426348218035, 48.8793114322358], ""type"": ""Point""}";48.8793114322358,2.382426348218035
450077525;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.408059062323844, 48.87856882559613], ""type"": ""Point""}";48.87856882559613,2.408059062323844
450080245;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.412016489132827, 48.90892080031686], ""type"": ""Point""}";48.90892080031686,2.412016489132827
450080301;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.313652987792201, 48.808919309192305], ""type"": ""Point""}";48.808919309192305,2.313652987792201
450080302;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.312497462537828, 48.80777115532952], ""type"": ""Point""}";48.80777115532952,2.312497462537828
450080305;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.305128340552336, 48.8051590178509], ""type"": ""Point""}";48.8051590178509,2.305128340552336
450080638;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;28;;RUE HELENE JAKUBOWICZ;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.398142366935494, 48.86964594007113], ""type"": ""Point""}";48.86964594007113,2.398142366935494
450080159;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.369806256971504, 48.76509070796321], ""type"": ""Point""}";48.76509070796321,2.369806256971504
450080262;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.405057210490426, 48.90772013977324], ""type"": ""Point""}";48.90772013977324,2.405057210490426
450080271;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.4127071816618733, 48.90480209237993], ""type"": ""Point""}";48.90480209237993,2.4127071816618733
450080290;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3725797768616133, 48.80948320709805], ""type"": ""Point""}";48.80948320709805,2.3725797768616133
450080208;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.344629737752959, 48.90942741026871], ""type"": ""Point""}";48.90942741026871,2.344629737752959
450019296;FONTNE_WALLACE;Caryatides;6F;;RUE DE LA CORDERIE;PARIS 3EME ARRONDISSEMENT;NON;2021-12-13T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.363157796805542, 48.864852974413346], ""type"": ""Point""}";48.864852974413346,2.363157796805542
450019271;FONTNE_WALLACE;Caryatides;;1S;AVENUE DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;NON;2021-12-14T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.318745355371093, 48.86590063584001], ""type"": ""Point""}";48.86590063584001,2.318745355371093
450019322;FONTNE_WALLACE;Caryatides;6F;;RUE SAINTE FOY;PARIS 2EME ARRONDISSEMENT;NON;2021-12-13T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.35019721992768, 48.86840080884659], ""type"": ""Point""}";48.86840080884659,2.35019721992768
450019287;FONTNE_WALLACE;Caryatides;92F;;RUE JEAN PIERRE TIMBAUD;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.377440698702709, 48.86778702735015], ""type"": ""Point""}";48.86778702735015,2.377440698702709
450071165;FONTNE_WALLACE;Caryatides;;1;RUE BEAUNIER;PARIS 14EME ARRONDISSEMENT;NON;2021-12-13T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.331526251070615, 48.823782718094925], ""type"": ""Point""}";48.823782718094925,2.331526251070615
450019314;FONTNE_WALLACE;Caryatides;;125F;RUE DE MEAUX;PARIS 19EME ARRONDISSEMENT;NON;2021-12-16T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3794374044726903, 48.88473564961086], ""type"": ""Point""}";48.88473564961086,2.3794374044726903
450071235;FTNE_POING_EAU;Fontaine Poing d'Eau;;111;BOULEVARD DAVOUT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.409849441591311, 48.85636746631879], ""type"": ""Point""}";48.85636746631879,2.409849441591311
450080522;BORNE_FONTAINE;GHM Ville de Paris;;5;RUE BLANCHARD;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.410520365556369, 48.857637859584344], ""type"": ""Point""}";48.857637859584344,2.410520365556369
450072941;FONTAINE_ARCEAU;Fontaine Arceau;10;;RUE SAINT ANTOINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.367038917675965, 48.853556185755394], ""type"": ""Point""}";48.853556185755394,2.367038917675965
450080479;FONTAINE_ARCEAU;Fontaine Arceau;;1S;PLACE DE LA NATION;PARIS 11EME ARRONDISSEMENT;NON;2021-12-09T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.395472119730662, 48.84857669915774], ""type"": ""Point""}";48.84857669915774,2.395472119730662
450025203;FONTAINE_BOIS;Wallace Bois;;;ROUTE DE LA MENAGERIE;PARIS 12EME ARRONDISSEMENT;NON;2021-12-02T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.469741374753005, 48.83637170144617], ""type"": ""Point""}";48.83637170144617,2.469741374753005
450024982;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;ALLEE ADRIENNE LECOUVREUR;PARIS 7EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.299388043979575, 48.85620797984367], ""type"": ""Point""}";48.85620797984367,2.299388043979575
450072516;FONTAINE_BOIS;GHM Bois;6F;;PLACE C.PECQUEUR;PARIS 18EME ARRONDISSEMENT;NON;2021-12-06T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.338184062672853, 48.8892658806923], ""type"": ""Point""}";48.8892658806923,2.338184062672853
450072608;FONTAINE_BOIS;GHM Bois;;303;RUE DES PYRENEES;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.393271536614699, 48.86997389425433], ""type"": ""Point""}";48.86997389425433,2.393271536614699
450070522;FONTAINE_BOIS;Ville de Paris Bois;;;PORTE DES SABLONS;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;;"{""coordinates"": [2.27072188982536, 48.87848634901397], ""type"": ""Point""}";48.87848634901397,2.27072188982536
450072587;FONTAINE_BOIS;Metalco Fuente;;33;AVENUE DE FLANDRE;PARIS 19EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.37054780601061, 48.886383502614514], ""type"": ""Point""}";48.886383502614514,2.37054780601061
450072347;FONTAINE_BOIS;Particulier;;41;RUE LA QUINTINIE;PARIS 15EME ARRONDISSEMENT;NON;2021-11-25T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.304252486367977, 48.837270251707274], ""type"": ""Point""}";48.837270251707274,2.304252486367977
450072349;FONTAINE_BOIS;Particulier;1;;RUE PLATON;PARIS 15EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.310581102960895, 48.83761493128144], ""type"": ""Point""}";48.83761493128144,2.310581102960895
450072329;FONTAINE_BOIS;GHM Bois;10F;;PLACE ADOLPHE CHERIOUX;PARIS 15EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.300474463861204, 48.84013374425613], ""type"": ""Point""}";48.84013374425613,2.300474463861204
450072239;FONTAINE_BOIS;GHM Bois;;;SQUARE HELOISE ET ABELARD;PARIS 13EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.370691942947976, 48.8314958617619], ""type"": ""Point""}";48.8314958617619,2.370691942947976
450072209;FONTAINE_BOIS;Particulier;;57F;RUE DE CROULEBARBE;PARIS 13EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.34859890423739, 48.83214203536022], ""type"": ""Point""}";48.83214203536022,2.34859890423739
450072247;FONTAINE_BOIS;Particulier;;;JARDIN JAMES JOYCE;PARIS 13EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3737454088258962, 48.83626645669167], ""type"": ""Point""}";48.83626645669167,2.3737454088258962
450072528;FONTAINE_BOIS;Particulier;26F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.365269359867473, 48.88586211291922], ""type"": ""Point""}";48.88586211291922,2.365269359867473
450071832;FONTAINE_BOIS;GHM Bois;;;SQUARE BOUCICAUT;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.325586152279319, 48.85138175552387], ""type"": ""Point""}";48.85138175552387,2.325586152279319
450072226;FONTAINE_BOIS;Particulier;42;;RUE DU DESSOUS DES BERGES;PARIS 13EME ARRONDISSEMENT;NON;2021-11-12T02:00:00+01:00;;APP SANS EAU;"{""coordinates"": [2.375094912714973, 48.82615877407368], ""type"": ""Point""}";48.82615877407368,2.375094912714973
450071910;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE MONTHOLON;PARIS 9EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.346643986615361, 48.876912330221145], ""type"": ""Point""}";48.876912330221145,2.346643986615361
450072428;FONTAINE_BOIS;GHM Bois;;;AVENUE EDOUARD VAILLANT;PARIS 16EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.2543304946021, 48.83746706458628], ""type"": ""Point""}";48.83746706458628,2.2543304946021
450072288;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;FACE 25;RUE GAZAN;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.340119167686856, 48.82260511555403], ""type"": ""Point""}";48.82260511555403,2.340119167686856
450072292;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONTSOURIS;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.336677822131895, 48.82389623677642], ""type"": ""Point""}";48.82389623677642,2.336677822131895
450072141;FONTAINE_BOIS;GHM Bois;;5F;AVENUE JEAN AICARD;PARIS 11EME ARRONDISSEMENT;NON;2020-06-29T04:00:00+02:00;2022-04-25T04:00:00+02:00;APP A REPARER;"{""coordinates"": [2.381488846030293, 48.86495176358078], ""type"": ""Point""}";48.86495176358078,2.381488846030293
450072272;FONTAINE_BOIS;Wallace Bois;;;SQUARE GEORGES LAMARQUE;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.330831323294209, 48.8347057262065], ""type"": ""Point""}";48.8347057262065,2.330831323294209
450072273;FONTAINE_BOIS;Ville de Paris Bois;;;RUE DU MOULIN VERT;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.32031627211418, 48.83134212164938], ""type"": ""Point""}";48.83134212164938,2.32031627211418
450072496;FONTAINE_BOIS;GHM Bois;;;RUE MARCEL SEMBAT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.338236330842541, 48.898547426053], ""type"": ""Point""}";48.898547426053,2.338236330842541
450072548;FONTAINE_BOIS;GHM Bois;;35F;RUE CHARLES HERMITE;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3660392053085, 48.9002493454833], ""type"": ""Point""}";48.9002493454833,2.3660392053085
450070469;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE SURESNES;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.249080717422684, 48.86520686806519], ""type"": ""Point""}";48.86520686806519,2.249080717422684
450072206;FONTAINE_BOIS;Santa Cole Atlantida;;83F;RUE DAMESME;PARIS 13EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.354877149050143, 48.8212790749452], ""type"": ""Point""}";48.8212790749452,2.354877149050143
450072630;FONTAINE_BOIS;GHM Bois;;3;RUE ELISA BOREY;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.389826245543898, 48.86691239250951], ""type"": ""Point""}";48.86691239250951,2.389826245543898
450070462;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES TRIBUNES;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.229759271434274, 48.85275190712029], ""type"": ""Point""}";48.85275190712029,2.229759271434274
450070523;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE LA PORTE DES SABLONS A LA PTE. MAILLOT;PARIS 16EME ARRONDISSEMENT;NON;2021-07-06T04:00:00+02:00;;APP A RENOUVELER;"{""coordinates"": [2.270047566404343, 48.87726577211342], ""type"": ""Point""}";48.87726577211342,2.270047566404343
450070524;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE LA MUETTE A NEUILLY;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.258693368557481, 48.879645396835265], ""type"": ""Point""}";48.879645396835265,2.258693368557481
450070526;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES LACS A PASSY;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.262477341086969, 48.857591879652205], ""type"": ""Point""}";48.857591879652205,2.262477341086969
450072646;FONTAINE_BOIS;GHM Bois;58;;RUE DE LAGNY;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.40462976216136, 48.84810774224182], ""type"": ""Point""}";48.84810774224182,2.40462976216136
450071730;FONTAINE_BOIS;Bayard D1;;;SQUARE JACQUES BIDAULT;PARIS 2EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.34994826647138, 48.869909969782746], ""type"": ""Point""}";48.869909969782746,2.34994826647138
450077688;FONTAINE_BOIS;;;;AVENUE DES POLONAIS;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.331736441464384, 48.88540029435864], ""type"": ""Point""}";48.88540029435864,2.331736441464384
450077697;FONTAINE_BOIS;;;;AVENUE DU TUNNEL;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.329499548599533, 48.88852615937079], ""type"": ""Point""}";48.88852615937079,2.329499548599533
450077711;FONTAINE_BOIS;;;;AVENUE CIRCULAIRE;PARIS 17EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.31376039142993, 48.896767156438585], ""type"": ""Point""}";48.896767156438585,2.31376039142993
450077744;FONTAINE_BOIS;;;23 F;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.39851510254048, 48.8601266097882], ""type"": ""Point""}";48.8601266097882,2.39851510254048
450077432;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;RUE LUCIEN SAMPAIX;PARIS 10EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.362404993335605, 48.874597182144996], ""type"": ""Point""}";48.874597182144996,2.362404993335605
450077433;FONTAINE_BOIS;GHM Bois;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.309549026292153, 48.8798301324138], ""type"": ""Point""}";48.8798301324138,2.309549026292153
450077498;FONTAINE_BOIS;Santa Cole Atlantida;;;PASSAGE ROSE VALLAND;PARIS 17EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.317989731103451, 48.896986003692184], ""type"": ""Point""}";48.896986003692184,2.317989731103451
450077533;FONTAINE_BOIS;GHM Bois;;;RUE PIAT;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.384870720299323, 48.87150833462734], ""type"": ""Point""}";48.87150833462734,2.384870720299323
