Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450080231;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.400579814741704, 48.90554817914074], ""type"": ""Point""}";48.90554817914074,2.400579814741704
450080242;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.409334718885129, 48.90400516966208], ""type"": ""Point""}";48.90400516966208,2.409334718885129
450080243;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.409677839401933, 48.90218333426307], ""type"": ""Point""}";48.90218333426307,2.409677839401933
450080249;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.418879551698953, 48.908219363888506], ""type"": ""Point""}";48.908219363888506,2.418879551698953
450080296;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.311401266490603, 48.806683652145566], ""type"": ""Point""}";48.806683652145566,2.311401266490603
450080316;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.309745527978993, 48.80503891391951], ""type"": ""Point""}";48.80503891391951,2.309745527978993
450080674;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;48T;;RUE SAINT FARGEAU;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.405532103273849, 48.87188142889551], ""type"": ""Point""}";48.87188142889551,2.405532103273849
450080265;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.415652231483133, 48.907489660691205], ""type"": ""Point""}";48.907489660691205,2.415652231483133
450080277;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE LA CHAPELLE;SAINT-DENIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.362473667894491, 48.902399938692604], ""type"": ""Point""}";48.902399938692604,2.362473667894491
450080280;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;OUI;;;;"{""coordinates"": [2.370907020899802, 48.81161265998734], ""type"": ""Point""}";48.81161265998734,2.370907020899802
450071018;FONTAINE_TOTEM;Fontaine Totem;;5F;PLACE DE L HOTEL DE VILLE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.351066151884054, 48.85652872250381], ""type"": ""Point""}";48.85652872250381,2.351066151884054
450071019;FONTAINE_TOTEM;Fontaine Totem;4 F;;PLACE DE L HOTEL DE VILLE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.35193077888312, 48.8569613690203], ""type"": ""Point""}";48.8569613690203,2.35193077888312
450019342;FONTNE_WALLACE;Caryatides;;1F;RUE DES ENVIERGES;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.385880494006863, 48.871423306311414], ""type"": ""Point""}";48.871423306311414,2.385880494006863
450019311;FONTNE_WALLACE;Caryatides;10;;BOULEVARD DELESSERT;PARIS 16EME ARRONDISSEMENT;NON;2021-12-16T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.285136111110056, 48.85873953884228], ""type"": ""Point""}";48.85873953884228,2.285136111110056
450024942;FONTNE_WALLACE;Caryatides;22F;;RUE DES PATRIARCHES;PARIS 5EME ARRONDISSEMENT;NON;2021-12-14T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.350705071945508, 48.840381682475616], ""type"": ""Point""}";48.840381682475616,2.350705071945508
450024936;FONTNE_WALLACE;Caryatides;38F;;RUE DE LA BUTTE AUX CAILLES;PARIS 13EME ARRONDISSEMENT;NON;2021-12-16T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.348739997877056, 48.82749542823815], ""type"": ""Point""}";48.82749542823815,2.348739997877056
450071167;FONTNE_WALLACE;Caryatides;36;;RUE POLIVEAU;PARIS 5EME ARRONDISSEMENT;NON;2021-12-14T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.358193001725715, 48.84007576534078], ""type"": ""Point""}";48.84007576534078,2.358193001725715
450071168;FONTNE_WALLACE;Caryatides;;113;RUE BEAUNIER;PARIS 14EME ARRONDISSEMENT;NON;2021-12-14T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.331147722921364, 48.82404319063651], ""type"": ""Point""}";48.82404319063651,2.331147722921364
450080639;FONTNE_WALLACE;Caryatides;;;RUE JEAN VARENNE;PARIS 18EME ARRONDISSEMENT;NON;2022-01-21T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.335285092967693, 48.89799416106239], ""type"": ""Point""}";48.89799416106239,2.335285092967693
450071496;FTNE_PETILLANTE;Fontaine pétillante;;153;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.387733981673843, 48.8416415983662], ""type"": ""Point""}";48.8416415983662,2.387733981673843
450071498;FTNE_PETILLANTE;Fontaine pétillante;;19;RUE NEUVE TOLBIAC;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.378007489000833, 48.831038883565235], ""type"": ""Point""}";48.831038883565235,2.378007489000833
450072973;FTNE_PETILLANTE;Fontaine pétillante;;157F;QUAI DE VALMY;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.365921048690548, 48.8781504030297], ""type"": ""Point""}";48.8781504030297,2.365921048690548
450077212;FTNE_PETILLANTE;Fontaine pétillante;25;25;RUE LEOPOLD BELLAN;PARIS 2EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.344750807004329, 48.866646377672105], ""type"": ""Point""}";48.866646377672105,2.344750807004329
450071237;FTNE_POING_EAU;Fontaine Poing d'Eau;66;;BOULEVARD DAVOUT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.411130054291038, 48.85280594662052], ""type"": ""Point""}";48.85280594662052,2.411130054291038
450024946;BORNE_FONTAINE;BF Bayard;;37F;BOULEVARD PASTEUR;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.312893911602999, 48.842747229721276], ""type"": ""Point""}";48.842747229721276,2.312893911602999
450024986;BORNE_FONTAINE;BF Bayard;;19;PLACE DU COMMERCE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.293581124464014, 48.844957149553984], ""type"": ""Point""}";48.844957149553984,2.293581124464014
450055668;BORNE_FONTAINE;GHM Ronde;;;PLACE LOUIS LEPINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.347647908830726, 48.85528123091697], ""type"": ""Point""}";48.85528123091697,2.347647908830726
450071492;FONTAINE_ALBIEN;Fontaine à l'albien;;;RUE DU MOULIN DES PRES;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.352710452534879, 48.82767371906976], ""type"": ""Point""}";48.82767371906976,2.352710452534879
450071112;FONTAINE_ARCEAU;Fontaine Arceau;;3F;PLACE DE MORO GIAFFERI;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.321858752745181, 48.834066566788565], ""type"": ""Point""}";48.834066566788565,2.321858752745181
450080481;FONTAINE_ARCEAU;Fontaine Arceau;52;;RUE CESARIA EVORA;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.37474609790539, 48.89767514044919], ""type"": ""Point""}";48.89767514044919,2.37474609790539
450019159;FONTAINE_BOIS;GHM Bois;;;SQUARE BREGUET-SABIN;PARIS 11EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.370976407165338, 48.85703481850718], ""type"": ""Point""}";48.85703481850718,2.370976407165338
450026022;FONTAINE_BOIS;Ville de Paris Bois;;;CHEMIN CEINTURE LAC INFERIEUR;PARIS 16EME ARRONDISSEMENT;NON;2021-12-06T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.262373075857602, 48.86836819588578], ""type"": ""Point""}";48.86836819588578,2.262373075857602
450025427;FONTAINE_BOIS;Wallace Bois;54 FACE;;CHAUSSEE CHAUSSEE DE L ETANG;SAINT-MANDE;NON;2021-12-03T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.420102145692839, 48.840884377787724], ""type"": ""Point""}";48.840884377787724,2.420102145692839
450080731;FONTAINE_BOIS;GHM Bois;82;;BOULEVARD VOLTAIRE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.373719939443544, 48.860513031881034], ""type"": ""Point""}";48.860513031881034,2.373719939443544
450071811;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;19F;SQUARE PAUL LANGEVIN;PARIS 5EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3506605896480233, 48.84762280836267], ""type"": ""Point""}";48.84762280836267,2.3506605896480233
450071815;FONTAINE_BOIS;GHM Bois;;3F;PLACE DU PUITS DE L ERMITE;PARIS 5EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3539877277903862, 48.842238780944875], ""type"": ""Point""}";48.842238780944875,2.3539877277903862
450070520;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE L ETOILE;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.266512064432454, 48.87341331034519], ""type"": ""Point""}";48.87341331034519,2.266512064432454
450072301;FONTAINE_BOIS;Bayard D1;;27F;RUE JACQUIER;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.316887832588773, 48.830193082242275], ""type"": ""Point""}";48.830193082242275,2.316887832588773
450072446;FONTAINE_BOIS;GHM Bois;;;BOULEVARD DE REIMS;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.298144227699906, 48.889190091271914], ""type"": ""Point""}";48.889190091271914,2.298144227699906
450072078;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.247044905132052, 48.86876057923969], ""type"": ""Point""}";48.86876057923969,2.247044905132052
450072390;FONTAINE_BOIS;Particulier;;119;BOULEVARD LEFEBVRE;PARIS 15EME ARRONDISSEMENT;NON;2021-11-25T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.29952842686882, 48.82956348051902], ""type"": ""Point""}";48.82956348051902,2.29952842686882
450072213;FONTAINE_BOIS;GHM Bois;;;SQUARE ROBERT BAJAC;PARIS 13EME ARRONDISSEMENT;NON;2021-11-15T02:00:00+01:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.359166005933252, 48.81867124687009], ""type"": ""Point""}";48.81867124687009,2.359166005933252
450070529;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES MOULINS;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.239985156792496, 48.867049102834805], ""type"": ""Point""}";48.867049102834805,2.239985156792496
450070530;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE SURESNES;PARIS 16EME ARRONDISSEMENT;NON;2021-12-03T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.2539536817184302, 48.86636660675653], ""type"": ""Point""}";48.86636660675653,2.2539536817184302
450072232;FONTAINE_BOIS;GHM Bois;;;SQUARE GUSTAVE MESUREUR;PARIS 13EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.362291541235097, 48.83392364499291], ""type"": ""Point""}";48.83392364499291,2.362291541235097
450072234;FONTAINE_BOIS;Santa Cole Atlantida;;15;RUE THOMAS MANN;PARIS 13EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3799619186124072, 48.82911182923573], ""type"": ""Point""}";48.82911182923573,2.3799619186124072
450072187;FONTAINE_BOIS;GHM Bois;;;SQUARE JEAN MORIN;PARIS 12EME ARRONDISSEMENT;NON;2021-11-17T02:00:00+01:00;;APP A RENOUVELER;"{""coordinates"": [2.388859235781588, 48.838504056189834], ""type"": ""Point""}";48.838504056189834,2.388859235781588
450072340;FONTAINE_BOIS;Bayard BF3;122F;;RUE CASTAGNARY;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3048768948245533, 48.829727135301], ""type"": ""Point""}";48.829727135301,2.3048768948245533
450072408;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE BRIGNOLE GALLIERA;PARIS 16EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.297244297125133, 48.865152399551924], ""type"": ""Point""}";48.865152399551924,2.297244297125133
450072203;FONTAINE_BOIS;Particulier;;;PASSAGE BRULON;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.380334066832188, 48.849747516057654], ""type"": ""Point""}";48.849747516057654,2.380334066832188
450072636;FONTAINE_BOIS;GHM Bois;;;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.409137497611917, 48.852592744874656], ""type"": ""Point""}";48.852592744874656,2.409137497611917
450072640;FONTAINE_BOIS;GHM Bois;;;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.409850639526914, 48.85163243672564], ""type"": ""Point""}";48.85163243672564,2.409850639526914
450072642;FONTAINE_BOIS;GHM Bois;;13F;RUE DES ORMEAUX;PARIS 20EME ARRONDISSEMENT;NON;2021-11-23T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.400108821340463, 48.850914963347165], ""type"": ""Point""}";48.850914963347165,2.400108821340463
450071882;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.308832259219016, 48.878513002174145], ""type"": ""Point""}";48.878513002174145,2.308832259219016
450072566;FONTAINE_BOIS;GHM Bois;;39;RUE COMPANS;PARIS 19EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.392747666278656, 48.877929830991576], ""type"": ""Point""}";48.877929830991576,2.392747666278656
450072654;FONTAINE_BOIS;Particulier;;;JARDIN CASQUE D OR;PARIS 20EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.401357254908347, 48.85424462742422], ""type"": ""Point""}";48.85424462742422,2.401357254908347
450070466;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE LA MUETTE A NEUILLY;PARIS 16EME ARRONDISSEMENT;NON;2021-11-02T02:00:00+01:00;2022-04-30T04:00:00+02:00;INACCESSIBLE;"{""coordinates"": [2.265142630468662, 48.8685813157033], ""type"": ""Point""}";48.8685813157033,2.265142630468662
450071732;FONTAINE_BOIS;GHM Bois;;;JARDIN DE L HOTEL SALE;PARIS 3EME ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.361375391256717, 48.86016034442325], ""type"": ""Point""}";48.86016034442325,2.361375391256717
450077182;FONTAINE_BOIS;GHM Bois;;;RUE RIQUET;PARIS 18EME ARRONDISSEMENT;NON;2021-11-26T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.363301331431728, 48.889446412669884], ""type"": ""Point""}";48.889446412669884,2.363301331431728
450077658;FONTAINE_BOIS;Ville de Paris Bois;;;AVENUE CHAUVET;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.28538872335882, 48.862715877445744], ""type"": ""Point""}";48.862715877445744,2.28538872335882
450077669;FONTAINE_BOIS;Wallace Bois;;;AVENUE DE LA BELLE GABRIELLE;NOGENT-SUR-MARNE;NON;2021-12-01T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.468949093403029, 48.834380815932185], ""type"": ""Point""}";48.834380815932185,2.468949093403029
450077672;FONTAINE_BOIS;;;;ALLEE ANDRE BRETON;PARIS 1ER ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.345498838887134, 48.86229389754325], ""type"": ""Point""}";48.86229389754325,2.345498838887134
450077689;FONTAINE_BOIS;;;;RUE CAULAINCOURT;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.331205665177323, 48.88559080080687], ""type"": ""Point""}";48.88559080080687,2.331205665177323
450077695;FONTAINE_BOIS;;;;AVENUE RACHEL;PARIS 18EME ARRONDISSEMENT;NON;2021-12-01T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.3301015995079872, 48.887924940060714], ""type"": ""Point""}";48.887924940060714,2.3301015995079872
450077726;FONTAINE_BOIS;;;;AVENUE PRINCIPALE;PARIS 14EME ARRONDISSEMENT;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.325224774168527, 48.83711971448152], ""type"": ""Point""}";48.83711971448152,2.325224774168527
450077758;FONTAINE_BOIS;Bayard BF3;;;AVENUE EUGENE DELACROIX;PARIS 20EME ARRONDISSEMENT;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.393156707207266, 48.86260814440741], ""type"": ""Point""}";48.86260814440741,2.393156707207266
450077439;FONTAINE_BOIS;Ville de Paris Bois;;;CHEMIN CEINTURE LAC SUPERIEUR;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.258684491288785, 48.85540996403295], ""type"": ""Point""}";48.85540996403295,2.258684491288785
450077440;FONTAINE_BOIS;Ville de Paris Bois;;;CARREFOUR DES CASCADES;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.259157958431675, 48.855810333103236], ""type"": ""Point""}";48.855810333103236,2.259157958431675
450077444;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE D AUTEUIL AUX LACS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.255054558900744, 48.84922292329569], ""type"": ""Point""}";48.84922292329569,2.255054558900744
450077462;FONTAINE_BOIS;Particulier;;;PARC ANDRE CITROEN;PARIS 15EME ARRONDISSEMENT;NON;2021-11-25T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.276724058697018, 48.838624622744106], ""type"": ""Point""}";48.838624622744106,2.276724058697018
450077488;FONTAINE_BOIS;Bayard D1;;;RUE DU CINEMA;PARIS 1ER ARRONDISSEMENT;NON;2021-11-22T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.345026410283832, 48.862038755498915], ""type"": ""Point""}";48.862038755498915,2.345026410283832
450077519;FONTAINE_BOIS;Bayard D1;;;RUE REBEVAL;PARIS 19EME ARRONDISSEMENT;NON;2021-11-24T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.377065049718174, 48.87455431181425], ""type"": ""Point""}";48.87455431181425,2.377065049718174
450080246;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.402605407672043, 48.90709314883938], ""type"": ""Point""}";48.90709314883938,2.402605407672043
450080311;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.306086605545039, 48.803841172320396], ""type"": ""Point""}";48.803841172320396,2.306086605545039
450080312;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.311504420026344, 48.80886478459843], ""type"": ""Point""}";48.80886478459843,2.311504420026344
450080317;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2021-11-29T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.305583572099801, 48.80287216949533], ""type"": ""Point""}";48.80287216949533,2.305583572099801
450080641;FONTAINE_BOIS;GHM Bois;;;RUE LAURE DIEBOLD;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.305447845096566, 48.87565599886543], ""type"": ""Point""}";48.87565599886543,2.305447845096566
450080161;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.379286370185998, 48.76225719114114], ""type"": ""Point""}";48.76225719114114,2.379286370185998
450080253;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2021-11-30T02:00:00+01:00;2022-04-29T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.414816989442371, 48.909213143057336], ""type"": ""Point""}";48.909213143057336,2.414816989442371
450080194;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.372967810531852, 48.764210154920015], ""type"": ""Point""}";48.764210154920015,2.372967810531852
450080201;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.377032245150754, 48.76155734510191], ""type"": ""Point""}";48.76155734510191,2.377032245150754
450080286;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.368045145738289, 48.80954066919033], ""type"": ""Point""}";48.80954066919033,2.368045145738289
450080292;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2021-11-30T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.364815881823483, 48.810585749661804], ""type"": ""Point""}";48.810585749661804,2.364815881823483
450080207;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;OUI;;;;"{""coordinates"": [2.349340573583174, 48.908092691106894], ""type"": ""Point""}";48.908092691106894,2.349340573583174
450080214;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.350927066000004, 48.90774008161082], ""type"": ""Point""}";48.90774008161082,2.350927066000004
450080215;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2021-11-29T02:00:00+01:00;2022-04-30T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.345797213978127, 48.90893591566025], ""type"": ""Point""}";48.90893591566025,2.345797213978127
